Customer_ID,Age,Gender,Employment_Status,Account_Type,Tenure_Months,Number_of_Products,Avg_Balance,Monthly_Transactions,Online_Banking_Usage,Mobile_Banking_Usage,Number_of_Complaints,Complaint_Resolution_Rate,Churn,Total_Digital_Usage,Balance_per_Product
CUST2222,42,Female,Self-employed,Savings,140,2,57050,15,7,11,0,0.59,0,18,28525.0
CUST1655,29,Male,Employed,Fixed Deposit,161,2,201118,11,7,13,0,0.64,1,20,100559.0
CUST2706,34,Male,Self-employed,Savings,111,2,68893,16,5,12,0,0.56,0,17,34446.5
CUST2924,39,Female,Employed,Savings,132,1,111313,11,9,10,0,0.9,1,19,111313.0
CUST2482,27,Male,Employed,Savings,41,1,30290,15,3,7,0,0.67,1,10,30290.0
CUST0615,44,Male,Employed,Fixed Deposit,76,4,415731,14,11,11,0,0.79,0,22,103932.75
CUST0804,38,Male,Employed,Savings,173,1,82779,11,8,16,0,0.99,0,24,82779.0
CUST1080,58,Female,Employed,Savings,173,3,47891,11,8,11,1,0.57,0,19,15963.67
CUST0825,32,Female,Unemployed,Fixed Deposit,40,2,240937,10,5,11,0,0.91,0,16,120468.5
CUST0515,18,Male,Employed,Savings,125,4,73367,17,9,4,0,0.89,0,13,18341.75
CUST1241,47,Female,Self-employed,Savings,82,1,39110,7,8,12,1,0.64,0,20,39110.0
CUST0051,35,Male,Employed,Current,37,2,60856,19,6,8,1,0.56,0,14,30428.0
CUST2974,51,Female,Employed,Current,121,3,275065,17,9,9,0,0.88,0,18,91688.33
CUST1808,25,Female,Employed,Current,160,2,57515,12,11,6,0,0.72,0,17,28757.5
CUST2059,61,Male,Employed,Savings,35,3,270740,15,6,10,0,0.94,1,16,90246.67
CUST2278,49,Male,Employed,Current,68,3,69794,17,7,5,0,0.79,1,12,23264.67
CUST1247,33,Male,Employed,Current,158,1,17963,13,7,9,0,0.76,0,16,17963.0
CUST0613,46,Female,Employed,Savings,38,3,140506,20,6,6,0,0.88,1,12,46835.33
CUST1942,34,Female,Employed,Savings,102,3,83400,16,8,8,1,0.6,0,16,27800.0
CUST1169,55,Female,Self-employed,Savings,83,3,20629,16,7,11,0,0.51,1,18,6876.33
CUST2693,29,Female,Employed,Savings,79,2,76640,20,5,13,0,0.64,1,18,38320.0
CUST1651,37,Male,Self-employed,Savings,104,2,217051,13,10,13,0,0.59,0,23,108525.5
CUST2383,25,Male,Employed,Current,103,2,25062,19,4,11,0,0.78,1,15,12531.0
CUST2291,34,Female,Employed,Fixed Deposit,121,3,3826,12,8,12,0,0.6,0,20,1275.33
CUST1632,26,Male,Unemployed,Current,30,2,76813,22,12,8,1,0.93,0,20,38406.5
CUST0318,52,Female,Self-employed,Savings,99,2,4526,14,9,7,1,0.94,1,16,2263.0
CUST0419,32,Female,Employed,Savings,144,2,121474,17,7,10,0,0.65,1,17,60737.0
CUST1942,46,Female,Self-employed,Current,97,1,45741,10,5,8,0,0.57,0,13,45741.0
CUST2495,18,Male,Employed,Savings,114,1,51852,10,7,9,0,0.79,0,16,51852.0
CUST0601,46,Female,Unemployed,Savings,144,3,1875,16,7,11,0,0.95,0,18,625.0
CUST1566,37,Male,Self-employed,Current,132,1,145308,12,10,9,0,0.81,0,19,145308.0
CUST2210,22,Female,Self-employed,Savings,142,3,21918,12,7,16,0,0.94,0,23,7306.0
CUST1605,41,Male,Self-employed,Savings,105,1,91688,11,5,9,0,0.51,0,14,91688.0
CUST2256,45,Male,Employed,Savings,43,4,39790,15,11,15,0,0.92,1,26,9947.5
CUST1512,38,Male,Employed,Savings,90,3,130435,10,14,9,1,0.58,0,23,43478.33
CUST1559,28,Female,Employed,Current,48,1,424556,15,10,8,0,0.75,1,18,424556.0
CUST1752,41,Male,Self-employed,Current,37,3,434854,13,9,8,0,0.71,0,17,144951.33
CUST2002,33,Female,Self-employed,Savings,160,3,30765,11,5,9,0,0.69,0,14,10255.0
CUST0723,37,Female,Employed,Current,149,1,2706,15,10,10,1,0.84,1,20,2706.0
CUST1006,31,Female,Employed,Savings,91,4,123298,15,11,13,0,0.65,0,24,30824.5
CUST1235,59,Male,Employed,Savings,175,2,154055,13,10,12,1,0.59,0,22,77027.5
CUST1709,18,Female,Unemployed,Current,27,3,55842,18,5,14,0,0.84,0,19,18614.0
CUST0487,54,Female,Employed,Current,17,3,26016,27,10,9,0,0.8,0,19,8672.0
CUST0872,27,Male,Employed,Current,15,1,103415,18,5,9,0,0.84,1,14,103415.0
CUST0544,18,Female,Self-employed,Savings,33,1,11189,21,10,12,0,0.91,1,22,11189.0
CUST0048,23,Female,Employed,Savings,43,1,34211,18,6,12,0,0.75,0,18,34211.0
CUST1807,36,Male,Employed,Current,56,2,705464,20,5,8,0,0.96,1,13,352732.0
CUST0152,49,Male,Employed,Savings,118,4,23216,18,11,15,0,0.99,0,26,5804.0
CUST1553,42,Female,Self-employed,Savings,51,1,105426,18,2,13,0,0.58,0,15,105426.0
CUST2489,37,Male,Employed,Savings,21,1,531285,11,7,12,0,0.73,0,19,531285.0
CUST1869,25,Female,Employed,Current,121,4,135630,12,5,13,0,0.5,0,18,33907.5
CUST2998,27,Female,Employed,Savings,35,2,311548,11,10,13,1,0.62,1,23,155774.0
CUST2829,36,Male,Unemployed,Savings,20,4,1701,13,8,9,0,0.88,0,17,425.25
CUST0537,36,Female,Unemployed,Savings,87,1,20818,11,7,8,0,0.62,0,15,20818.0
CUST0693,33,Female,Employed,Savings,52,2,161401,17,11,8,0,0.73,1,19,80700.5
CUST1552,18,Male,Employed,Savings,128,3,460853,12,9,9,1,0.62,0,18,153617.67
CUST0681,38,Male,Employed,Savings,107,3,58652,12,15,13,1,0.66,0,28,19550.67
CUST2358,19,Female,Unemployed,Savings,55,2,165538,16,5,11,0,0.77,1,16,82769.0
CUST2798,18,Female,Employed,Savings,120,1,61573,11,7,8,0,0.62,1,15,61573.0
CUST1772,37,Male,Self-employed,Savings,53,2,286326,14,11,13,0,0.82,1,24,143163.0
CUST1494,26,Male,Unemployed,Current,70,1,110711,22,7,5,0,0.74,0,12,110711.0
CUST1560,18,Female,Employed,Savings,36,4,89612,14,6,17,1,0.56,0,23,22403.0
CUST2830,34,Female,Self-employed,Savings,140,1,182294,20,6,10,0,0.62,0,16,182294.0
CUST1182,40,Male,Employed,Fixed Deposit,117,3,5602,15,12,14,0,0.59,0,26,1867.33
CUST2669,45,Female,Employed,Savings,88,4,206431,17,8,10,1,0.6,0,18,51607.75
CUST1652,25,Female,Employed,Savings,141,1,242589,14,8,12,0,0.98,0,20,242589.0
CUST2415,35,Female,Employed,Savings,26,1,68293,9,8,8,0,0.95,1,16,68293.0
CUST1832,46,Female,Employed,Current,77,1,114617,8,12,13,0,0.96,0,25,114617.0
CUST0782,20,Male,Employed,Savings,80,4,251975,13,9,10,0,0.93,1,19,62993.75
CUST0432,46,Male,Self-employed,Savings,48,1,6939,14,2,13,0,0.53,0,15,6939.0
CUST1345,53,Male,Self-employed,Savings,154,2,17609,14,6,11,0,0.92,0,17,8804.5
CUST2074,28,Female,Employed,Savings,26,2,161752,21,9,14,0,0.75,0,23,80876.0
CUST1070,34,Male,Self-employed,Savings,27,4,71377,9,8,11,1,0.59,1,19,17844.25
CUST1559,18,Female,Employed,Savings,62,1,11696,9,9,9,0,0.6,0,18,11696.0
CUST2751,18,Male,Unemployed,Current,112,2,432535,16,5,13,0,0.81,1,18,216267.5
CUST0256,48,Female,Employed,Fixed Deposit,75,2,63310,17,9,15,0,0.78,0,24,31655.0
CUST0039,18,Female,Employed,Savings,153,1,278440,11,8,9,0,0.91,0,17,278440.0
CUST0327,36,Female,Self-employed,Savings,160,3,204552,12,14,9,0,0.76,0,23,68184.0
CUST1327,33,Male,Employed,Current,59,3,359470,15,8,13,0,0.71,0,21,119823.33
CUST2380,29,Female,Employed,Savings,122,2,218358,14,13,11,0,0.62,1,24,109179.0
CUST0828,34,Male,Self-employed,Savings,40,1,140904,14,12,11,0,0.7,0,23,140904.0
CUST2905,39,Male,Employed,Fixed Deposit,136,1,531108,7,5,14,0,0.92,0,19,531108.0
CUST2449,32,Male,Unemployed,Current,167,1,49349,12,12,14,0,0.76,0,26,49349.0
CUST1673,46,Female,Unemployed,Savings,118,1,16190,14,6,12,0,0.78,0,18,16190.0
CUST1406,24,Male,Employed,Savings,133,1,245695,13,7,8,0,0.62,0,15,245695.0
CUST0159,35,Male,Employed,Fixed Deposit,71,1,20642,11,11,9,0,0.52,0,20,20642.0
CUST1702,18,Female,Employed,Savings,113,2,3960,21,13,8,0,0.73,0,21,1980.0
CUST0828,36,Male,Employed,Savings,149,2,231134,14,9,12,0,0.51,1,21,115567.0
CUST2632,43,Male,Employed,Savings,70,1,51546,15,13,4,2,0.57,1,17,51546.0
CUST1669,21,Female,Unemployed,Fixed Deposit,177,1,32373,22,15,15,0,0.91,0,30,32373.0
CUST0831,30,Male,Employed,Savings,145,4,32520,18,9,14,0,0.56,0,23,8130.0
CUST0202,23,Male,Employed,Savings,140,4,63211,15,9,12,0,1.0,0,21,15802.75
CUST2985,34,Male,Employed,Savings,72,4,579103,17,6,8,0,0.63,0,14,144775.75
CUST1573,32,Female,Employed,Current,180,1,549247,20,8,5,0,0.75,0,13,549247.0
CUST2478,46,Female,Self-employed,Savings,132,2,201269,13,8,10,1,0.63,0,18,100634.5
CUST2192,18,Male,Employed,Savings,41,2,98101,14,5,11,0,0.79,0,16,49050.5
CUST1030,21,Female,Employed,Current,89,2,317125,21,5,11,0,0.93,0,16,158562.5
CUST0764,47,Female,Employed,Current,46,1,48627,16,4,6,0,0.78,0,10,48627.0
CUST1736,36,Female,Employed,Savings,30,2,127075,11,6,9,0,0.58,0,15,63537.5
CUST0089,25,Male,Employed,Fixed Deposit,157,2,115390,13,7,10,0,0.88,0,17,57695.0
CUST2905,42,Female,Employed,Fixed Deposit,136,2,4977,17,8,12,1,0.7,1,20,2488.5
CUST1195,34,Female,Employed,Current,68,3,768,13,6,15,0,0.77,0,21,256.0
CUST0887,39,Male,Unemployed,Savings,100,2,425278,13,7,19,0,0.93,1,26,212639.0
CUST0756,43,Female,Employed,Savings,41,2,26892,27,9,13,0,0.8,1,22,13446.0
CUST1029,42,Female,Employed,Current,151,1,42136,10,3,12,0,0.92,0,15,42136.0
CUST0142,40,Male,Self-employed,Current,14,3,11742,19,5,13,0,0.53,0,18,3914.0
CUST0869,39,Female,Self-employed,Savings,125,2,293959,8,10,17,1,0.85,0,27,146979.5
CUST1379,45,Female,Self-employed,Savings,165,3,114096,14,11,9,0,0.82,0,20,38032.0
CUST0004,31,Female,Employed,Savings,131,1,44026,14,11,12,0,1.0,0,23,44026.0
CUST0035,24,Female,Self-employed,Current,18,3,93719,19,17,13,1,0.8,0,30,31239.67
CUST1234,39,Female,Employed,Savings,89,2,112066,21,9,8,0,0.87,1,17,56033.0
CUST2826,39,Male,Employed,Fixed Deposit,129,3,216358,16,9,9,1,0.52,0,18,72119.33
CUST1456,25,Male,Self-employed,Current,114,1,205677,12,5,9,1,0.96,1,14,205677.0
CUST2252,39,Female,Self-employed,Current,30,1,152122,19,5,17,0,0.91,0,22,152122.0
CUST0956,31,Male,Employed,Savings,157,3,374410,15,5,14,0,0.9,0,19,124803.33
CUST1253,42,Male,Employed,Fixed Deposit,159,2,39513,19,9,6,0,0.72,0,15,19756.5
CUST2093,46,Male,Employed,Savings,177,2,5130,17,7,11,0,0.66,0,18,2565.0
CUST2312,43,Female,Unemployed,Savings,86,1,210214,12,7,7,0,0.98,1,14,210214.0
CUST2961,25,Male,Unemployed,Savings,91,2,132605,21,8,16,1,0.67,1,24,66302.5
CUST2949,26,Male,Self-employed,Fixed Deposit,51,1,38129,11,6,7,0,0.53,0,13,38129.0
CUST1363,29,Female,Employed,Savings,26,2,144488,9,14,11,2,0.72,0,25,72244.0
CUST0358,39,Male,Employed,Savings,26,2,316590,19,9,12,0,0.56,1,21,158295.0
CUST0887,46,Female,Self-employed,Current,151,1,71736,14,13,9,1,0.62,0,22,71736.0
CUST2865,40,Male,Employed,Savings,96,2,102358,13,4,15,0,0.6,0,19,51179.0
CUST2867,47,Female,Employed,Fixed Deposit,128,2,83337,15,5,11,0,0.88,1,16,41668.5
CUST2846,25,Female,Employed,Current,138,1,29824,13,7,11,0,0.8,0,18,29824.0
CUST1235,41,Female,Employed,Savings,115,1,93175,19,7,14,0,0.94,0,21,93175.0
CUST2117,18,Male,Self-employed,Savings,114,1,67106,21,14,9,0,0.66,1,23,67106.0
CUST1373,21,Male,Self-employed,Savings,97,4,99474,9,10,7,0,0.89,1,17,24868.5
CUST0477,39,Male,Employed,Savings,18,1,100440,18,7,8,1,0.93,0,15,100440.0
CUST1582,26,Male,Unemployed,Fixed Deposit,65,2,110199,18,8,12,0,0.91,0,20,55099.5
CUST2572,39,Male,Unemployed,Savings,53,1,27139,14,9,6,0,0.68,0,15,27139.0
CUST2360,22,Female,Employed,Savings,151,1,160603,16,5,9,0,0.51,0,14,160603.0
CUST0001,35,Male,Self-employed,Savings,29,1,413122,12,4,12,1,0.99,1,16,413122.0
CUST2910,18,Male,Employed,Current,14,1,38582,14,10,13,0,0.75,0,23,38582.0
CUST2546,40,Male,Self-employed,Savings,158,2,90967,14,4,5,0,0.51,0,9,45483.5
CUST1543,18,Female,Self-employed,Savings,75,1,3876,11,5,12,0,0.8,0,17,3876.0
CUST1792,35,Female,Employed,Current,54,1,449623,18,12,16,0,0.51,1,28,449623.0
CUST2527,44,Female,Self-employed,Savings,143,1,382956,13,6,20,0,0.52,0,26,382956.0
CUST2117,59,Female,Self-employed,Savings,133,4,157270,13,7,15,0,0.98,0,22,39317.5
CUST1703,18,Male,Employed,Fixed Deposit,67,3,121681,14,14,12,0,0.5,0,26,40560.33
CUST1356,31,Female,Self-employed,Current,52,1,347184,19,4,15,1,0.52,0,19,347184.0
CUST1005,28,Female,Unemployed,Current,93,2,798599,16,4,19,0,0.67,1,23,399299.5
CUST0394,28,Female,Self-employed,Savings,172,1,302585,14,10,9,0,0.79,0,19,302585.0
CUST2269,22,Male,Employed,Savings,21,3,147481,23,4,8,0,0.77,1,12,49160.33
CUST0990,40,Female,Employed,Savings,165,3,129030,17,7,7,1,0.78,0,14,43010.0
CUST2753,37,Female,Self-employed,Savings,76,2,71976,12,8,6,0,0.6,0,14,35988.0
CUST0303,40,Female,Employed,Savings,136,2,162874,21,10,11,0,0.62,0,21,81437.0
CUST2190,53,Female,Unemployed,Savings,160,1,154826,17,4,11,0,0.78,0,15,154826.0
CUST0071,18,Male,Unemployed,Current,113,2,43904,11,7,8,0,0.73,0,15,21952.0
CUST2751,38,Female,Employed,Savings,77,2,217121,18,9,15,0,0.87,0,24,108560.5
CUST1482,32,Female,Self-employed,Current,136,2,63889,13,16,16,1,0.52,0,32,31944.5
CUST2046,31,Male,Employed,Savings,44,1,14121,14,8,11,1,0.89,1,19,14121.0
CUST1743,28,Female,Employed,Savings,50,1,107003,18,6,9,0,0.72,1,15,107003.0
CUST1789,33,Male,Self-employed,Savings,123,2,77007,13,9,6,1,0.64,1,15,38503.5
CUST2451,44,Male,Self-employed,Current,138,3,292806,18,10,10,0,0.54,0,20,97602.0
CUST1942,32,Male,Employed,Savings,175,1,15909,13,6,5,0,0.57,0,11,15909.0
CUST0435,39,Female,Employed,Savings,92,2,393690,15,7,14,0,0.75,0,21,196845.0
CUST1859,40,Male,Employed,Savings,42,1,126328,23,11,12,0,0.96,0,23,126328.0
CUST2751,32,Female,Employed,Savings,179,4,54683,7,10,15,0,0.62,0,25,13670.75
CUST0165,33,Female,Employed,Fixed Deposit,53,1,151700,17,4,15,1,0.56,0,19,151700.0
CUST0366,18,Male,Self-employed,Savings,97,1,103953,17,8,7,0,0.66,0,15,103953.0
CUST1042,48,Female,Employed,Savings,75,1,45845,20,10,8,1,0.66,1,18,45845.0
CUST2369,42,Female,Employed,Current,143,4,27133,20,7,12,0,0.83,0,19,6783.25
CUST2855,45,Male,Employed,Savings,94,1,110618,8,9,15,0,0.54,1,24,110618.0
CUST0783,25,Male,Self-employed,Savings,43,2,15060,16,9,11,0,0.8,1,20,7530.0
CUST1713,50,Male,Employed,Savings,75,1,167334,13,12,9,0,0.6,1,21,167334.0
CUST1990,28,Female,Employed,Fixed Deposit,145,3,143136,17,4,4,0,0.6,1,8,47712.0
CUST1005,50,Female,Employed,Savings,137,3,649901,14,14,7,0,0.54,0,21,216633.67
CUST0865,35,Female,Employed,Savings,91,3,38198,16,9,12,0,0.62,0,21,12732.67
CUST1894,41,Female,Employed,Savings,179,3,173604,7,5,14,0,0.85,0,19,57868.0
CUST2876,36,Female,Employed,Current,139,1,411917,13,8,8,0,0.64,1,16,411917.0
CUST0930,27,Female,Employed,Current,38,2,201820,15,10,8,0,0.81,1,18,100910.0
CUST0346,33,Male,Self-employed,Savings,42,2,593988,14,5,9,0,0.74,0,14,296994.0
CUST0530,30,Male,Self-employed,Savings,65,4,86684,14,13,7,0,0.92,0,20,21671.0
CUST0035,25,Male,Employed,Current,65,4,38633,24,11,11,1,0.61,1,22,9658.25
CUST0198,34,Female,Self-employed,Savings,179,1,374908,9,8,11,1,0.96,0,19,374908.0
CUST2102,26,Male,Employed,Savings,158,2,51662,13,10,10,0,0.95,0,20,25831.0
CUST2812,35,Female,Self-employed,Current,25,1,67016,23,6,7,0,0.86,1,13,67016.0
CUST2121,37,Female,Employed,Savings,83,3,178967,8,12,13,0,0.69,1,25,59655.67
CUST1199,42,Female,Unemployed,Current,165,3,159691,7,9,9,0,0.73,0,18,53230.33
CUST2162,27,Female,Employed,Savings,131,1,12227,18,6,12,0,0.96,1,18,12227.0
CUST2729,42,Female,Self-employed,Savings,60,1,54623,14,16,14,0,0.73,0,30,54623.0
CUST0398,35,Female,Employed,Savings,56,1,7556,16,4,14,0,0.78,0,18,7556.0
CUST1565,31,Male,Employed,Fixed Deposit,163,1,519411,13,12,10,1,0.75,1,22,519411.0
CUST0956,46,Male,Self-employed,Fixed Deposit,180,1,105994,16,7,12,1,0.74,0,19,105994.0
CUST2068,37,Male,Unemployed,Savings,28,1,39071,17,14,8,1,0.99,0,22,39071.0
CUST2513,27,Female,Employed,Savings,96,3,69429,21,7,7,0,0.7,0,14,23143.0
CUST1260,22,Male,Employed,Savings,41,3,167126,17,6,6,1,0.74,0,12,55708.67
CUST1203,38,Male,Employed,Current,54,2,409389,9,11,12,0,0.77,1,23,204694.5
CUST2905,27,Female,Unemployed,Current,161,1,60098,17,9,7,0,0.67,0,16,60098.0
CUST0269,53,Female,Self-employed,Savings,114,1,78585,12,9,7,0,0.94,0,16,78585.0
CUST1926,40,Male,Employed,Current,93,1,593791,13,7,4,0,0.57,1,11,593791.0
CUST0835,18,Female,Employed,Savings,88,2,9269,20,9,11,0,0.81,0,20,4634.5
CUST1116,25,Male,Self-employed,Savings,122,2,94462,9,12,11,0,0.54,1,23,47231.0
CUST0492,23,Female,Unemployed,Savings,33,3,62793,16,7,7,0,0.66,0,14,20931.0
CUST1087,25,Female,Self-employed,Savings,140,1,8444,17,11,15,0,0.75,0,26,8444.0
CUST1380,19,Male,Employed,Current,144,2,126955,15,7,13,0,0.66,0,20,63477.5
CUST0406,40,Female,Self-employed,Current,133,1,143313,12,9,6,0,0.67,0,15,143313.0
CUST0155,39,Female,Employed,Fixed Deposit,136,3,89439,12,10,10,0,0.51,0,20,29813.0
CUST2306,46,Female,Employed,Fixed Deposit,46,4,170359,14,7,13,0,0.87,1,20,42589.75
CUST1276,35,Female,Self-employed,Savings,167,2,222122,20,8,8,0,0.51,0,16,111061.0
CUST2438,49,Male,Employed,Savings,134,1,55884,22,7,12,1,0.62,0,19,55884.0
CUST1767,24,Male,Self-employed,Savings,90,3,265901,12,2,9,0,0.65,0,11,88633.67
CUST2276,28,Female,Employed,Current,76,4,39131,14,7,10,0,0.87,1,17,9782.75
CUST2871,27,Female,Self-employed,Current,52,2,151648,15,3,9,0,0.7,0,12,75824.0
CUST0506,31,Male,Employed,Fixed Deposit,75,3,186329,17,6,11,0,0.62,1,17,62109.67
CUST2096,26,Male,Employed,Savings,98,1,712108,22,6,15,0,0.8,0,21,712108.0
CUST1406,41,Female,Employed,Savings,81,1,11251,22,8,7,0,0.77,0,15,11251.0
CUST0668,34,Male,Self-employed,Current,95,1,42868,11,12,10,0,0.88,1,22,42868.0
CUST0797,46,Male,Self-employed,Savings,55,1,69747,17,15,6,0,0.57,1,21,69747.0
CUST2244,20,Female,Employed,Savings,106,1,60587,11,6,14,0,0.87,1,20,60587.0
CUST2729,20,Male,Self-employed,Savings,136,3,20586,13,4,6,0,0.58,1,10,6862.0
CUST1648,26,Female,Self-employed,Savings,78,3,474539,15,9,14,0,0.62,0,23,158179.67
CUST1119,20,Male,Self-employed,Current,151,3,44038,13,8,17,0,0.64,0,25,14679.33
CUST2299,39,Female,Employed,Fixed Deposit,137,2,157777,12,9,12,0,0.84,0,21,78888.5
CUST1643,42,Male,Employed,Current,20,3,46981,18,6,12,0,0.97,1,18,15660.33
CUST1017,48,Male,Employed,Savings,69,2,44293,13,7,11,1,0.67,0,18,22146.5
CUST2387,40,Female,Self-employed,Savings,123,2,158068,11,4,11,0,0.72,0,15,79034.0
CUST2620,39,Female,Self-employed,Savings,152,3,394619,13,6,11,1,0.65,0,17,131539.67
CUST2065,31,Female,Unemployed,Savings,122,3,37034,21,14,11,0,0.92,0,25,12344.67
CUST1469,36,Male,Employed,Current,125,1,516298,13,3,7,0,0.54,0,10,516298.0
CUST0553,38,Female,Employed,Current,59,2,141687,15,7,13,0,0.87,0,20,70843.5
CUST2287,59,Female,Employed,Current,134,1,73241,15,6,7,0,0.87,0,13,73241.0
CUST2380,39,Male,Self-employed,Fixed Deposit,111,2,229158,11,10,6,0,0.56,0,16,114579.0
CUST2558,27,Female,Employed,Savings,65,2,130605,14,1,17,0,0.7,1,18,65302.5
CUST1076,40,Male,Self-employed,Fixed Deposit,139,1,207164,22,7,7,1,0.69,0,14,207164.0
CUST0711,24,Female,Employed,Savings,98,2,450853,10,9,11,0,0.76,1,20,225426.5
CUST2315,24,Female,Employed,Savings,82,1,209586,18,11,2,0,0.61,0,13,209586.0
CUST1679,47,Female,Unemployed,Savings,75,1,219548,16,5,10,0,0.98,0,15,219548.0
CUST2249,23,Female,Employed,Savings,104,2,233742,14,4,10,0,0.93,1,14,116871.0
CUST1006,19,Female,Unemployed,Savings,58,3,334725,16,7,8,0,0.58,0,15,111575.0
CUST1363,30,Male,Self-employed,Current,83,1,26835,22,9,12,0,0.65,0,21,26835.0
CUST0651,29,Female,Employed,Current,160,4,58422,18,8,8,0,0.9,0,16,14605.5
CUST2593,38,Female,Employed,Savings,125,4,225029,23,9,10,0,0.85,0,19,56257.25
CUST1993,33,Male,Self-employed,Savings,102,1,283968,15,6,4,0,0.87,0,10,283968.0
CUST0617,61,Male,Employed,Savings,28,1,125586,11,7,11,1,0.93,1,18,125586.0
CUST1815,48,Male,Employed,Current,56,1,53052,16,7,7,0,0.89,0,14,53052.0
CUST0017,18,Female,Employed,Savings,170,2,110917,14,8,10,0,0.57,0,18,55458.5
CUST1674,38,Female,Employed,Current,38,4,451612,10,9,8,0,0.55,0,17,112903.0
CUST1480,31,Male,Self-employed,Savings,29,1,120811,16,9,13,0,0.62,0,22,120811.0
CUST1554,43,Male,Self-employed,Savings,41,2,112116,13,9,11,0,0.54,0,20,56058.0
CUST2150,25,Male,Self-employed,Current,69,1,119118,19,9,5,0,0.58,0,14,119118.0
CUST1881,30,Male,Employed,Current,42,2,47303,14,7,7,0,0.83,0,14,23651.5
CUST2119,36,Male,Self-employed,Savings,176,2,11396,11,4,5,0,0.54,0,9,5698.0
CUST1513,39,Female,Employed,Current,109,1,145502,18,6,6,1,0.76,0,12,145502.0
CUST0080,18,Male,Employed,Savings,163,2,675881,14,9,6,0,0.76,0,15,337940.5
CUST0643,31,Female,Employed,Fixed Deposit,133,2,70175,9,8,15,0,0.8,0,23,35087.5
CUST0533,18,Female,Employed,Savings,121,3,127564,22,4,7,0,0.54,0,11,42521.33
CUST0830,40,Male,Employed,Savings,87,3,57957,14,8,9,0,0.6,0,17,19319.0
CUST0674,28,Female,Self-employed,Savings,31,4,125045,14,7,9,0,0.52,0,16,31261.25
CUST0420,49,Male,Unemployed,Current,71,4,103828,20,8,10,0,0.52,0,18,25957.0
CUST0154,47,Male,Employed,Savings,171,3,692012,8,10,15,0,0.81,0,25,230670.67
CUST0090,27,Male,Employed,Fixed Deposit,18,3,473301,14,4,7,0,0.57,1,11,157767.0
CUST1962,47,Male,Self-employed,Savings,158,1,166551,10,6,6,2,0.53,0,12,166551.0
CUST0376,40,Female,Employed,Savings,154,4,25139,13,12,10,0,0.71,0,22,6284.75
CUST2005,24,Female,Self-employed,Current,82,1,60526,21,14,10,1,0.98,0,24,60526.0
CUST0633,18,Male,Employed,Fixed Deposit,142,4,288562,18,9,10,0,0.93,0,19,72140.5
CUST0606,37,Male,Employed,Savings,140,3,47084,14,7,9,0,0.63,1,16,15694.67
CUST2060,28,Female,Self-employed,Savings,40,1,33119,15,9,14,1,0.86,0,23,33119.0
CUST2540,49,Female,Employed,Current,60,1,65965,16,9,8,1,0.68,0,17,65965.0
CUST0960,27,Female,Unemployed,Savings,83,3,463713,16,13,9,1,0.92,0,22,154571.0
CUST2593,42,Female,Self-employed,Savings,25,1,112499,19,6,12,3,0.98,1,18,112499.0
CUST0152,44,Male,Employed,Savings,105,4,42243,19,7,13,0,0.81,1,20,10560.75
CUST2057,43,Female,Employed,Current,104,3,1074,10,9,7,0,0.87,0,16,358.0
CUST0352,18,Female,Self-employed,Savings,176,1,362820,9,5,11,0,0.79,0,16,362820.0
CUST0706,20,Male,Employed,Fixed Deposit,166,1,256293,11,7,8,1,0.93,0,15,256293.0
CUST0384,30,Female,Self-employed,Current,178,3,90514,10,8,10,0,0.96,0,18,30171.33
CUST0287,45,Male,Employed,Current,180,1,79636,18,5,11,0,0.79,0,16,79636.0
CUST2108,47,Male,Employed,Savings,36,1,157841,14,8,5,0,0.56,0,13,157841.0
CUST2422,54,Male,Employed,Savings,64,2,43873,17,4,8,0,0.7,0,12,21936.5
CUST0737,26,Male,Employed,Savings,51,4,198206,18,7,6,0,0.8,1,13,49551.5
CUST2455,28,Male,Employed,Current,127,1,890509,15,8,13,1,0.7,1,21,890509.0
CUST1957,35,Female,Employed,Current,88,2,14783,17,10,11,0,0.87,0,21,7391.5
CUST1226,47,Male,Employed,Savings,30,1,61649,8,9,13,0,0.81,0,22,61649.0
CUST1707,18,Female,Employed,Savings,160,1,105009,18,7,21,0,0.96,0,28,105009.0
CUST1191,52,Male,Employed,Current,127,2,223714,11,12,9,0,0.59,0,21,111857.0
CUST0915,18,Male,Self-employed,Current,143,3,9661,16,4,14,0,0.73,0,18,3220.33
CUST2180,46,Male,Self-employed,Current,87,1,110032,15,5,13,1,0.86,0,18,110032.0
CUST1203,39,Female,Self-employed,Savings,36,1,40076,17,9,10,1,0.51,0,19,40076.0
CUST2211,28,Male,Employed,Current,164,2,122842,12,8,11,0,0.59,0,19,61421.0
CUST0925,35,Female,Employed,Current,155,1,46935,15,9,11,0,0.6,1,20,46935.0
CUST1613,41,Female,Employed,Current,67,1,17644,7,8,9,0,0.95,0,17,17644.0
CUST2532,39,Male,Self-employed,Savings,20,1,266526,16,7,11,0,0.53,0,18,266526.0
CUST1492,43,Male,Employed,Savings,145,3,10721,15,14,8,0,0.59,0,22,3573.67
CUST1334,50,Female,Self-employed,Savings,77,1,3838,17,11,11,0,0.84,0,22,3838.0
CUST2278,39,Male,Self-employed,Current,109,1,61520,17,6,11,0,0.96,0,17,61520.0
CUST0323,20,Male,Employed,Current,76,1,12434,9,8,5,0,0.78,0,13,12434.0
