Age,Gender,Employment_Status,Account_Type,Tenure_Months,Number_of_Products,Avg_Balance,Monthly_Transactions,Online_Banking_Usage,Mobile_Banking_Usage,Number_of_Complaints,Complaint_Resolution_Rate,Total_Digital_Usage,Balance_per_Product
27,Female,Unemployed,Fixed Deposit,167,2,131866,23,5,7,0,0.6,12,65933.0
26,Male,Employed,Current,172,3,40240,11,14,9,0,0.65,23,13413.33
35,Male,Employed,Savings,94,2,131644,9,4,12,0,0.99,16,65822.0
51,Male,Self-employed,Savings,118,3,210723,15,14,12,1,0.6,26,70241.0
36,Female,Self-employed,Savings,117,2,14253,13,13,5,0,0.81,18,7126.5
50,Male,Employed,Current,149,1,33777,26,7,4,0,0.63,11,33777.0
27,Female,Employed,Current,104,2,411872,8,5,9,0,0.8,14,205936.0
38,Male,Employed,Savings,75,1,275649,14,10,8,0,0.98,18,275649.0
22,Male,Employed,Current,73,4,157371,15,9,17,0,0.93,26,39342.75
33,Female,Self-employed,Savings,178,1,109258,17,3,11,0,0.67,14,109258.0
38,Male,Employed,Savings,171,2,20745,12,13,12,0,0.75,25,10372.5
38,Male,Employed,Savings,28,2,97126,17,12,10,0,0.53,22,48563.0
38,Male,Self-employed,Fixed Deposit,136,1,154576,12,9,9,0,0.94,18,154576.0
37,Female,Self-employed,Fixed Deposit,51,4,62742,18,10,14,0,0.7,24,15685.5
47,Female,Employed,Savings,55,1,343201,21,4,12,0,0.86,16,343201.0
43,Male,Self-employed,Savings,14,1,134369,12,9,13,0,0.89,22,134369.0
31,Male,Employed,Savings,36,3,312560,19,9,8,1,0.77,17,104186.67
43,Female,Self-employed,Current,23,4,252069,12,8,5,0,0.86,13,63017.25
34,Female,Unemployed,Current,25,1,103629,15,6,4,0,0.5,10,103629.0
28,Female,Employed,Current,63,1,243192,8,6,10,0,0.94,16,243192.0
34,Male,Employed,Savings,143,1,172181,13,1,11,0,0.78,12,172181.0
31,Female,Self-employed,Current,62,1,16906,18,4,14,0,0.59,18,16906.0
26,Female,Employed,Fixed Deposit,76,3,75407,12,7,9,0,0.9,16,25135.67
38,Male,Self-employed,Current,87,1,33210,15,7,12,0,0.78,19,33210.0
25,Female,Self-employed,Savings,39,1,32036,10,11,15,0,0.95,26,32036.0
50,Male,Employed,Savings,17,3,126696,15,12,6,0,0.67,18,42232.0
29,Male,Employed,Savings,116,1,2231,14,5,12,1,0.91,17,2231.0
37,Male,Employed,Savings,121,1,8529,21,5,16,0,0.98,21,8529.0
33,Male,Self-employed,Current,173,1,34030,17,9,14,0,0.69,23,34030.0
48,Female,Employed,Savings,96,4,45748,15,6,12,1,0.67,18,11437.0
35,Female,Employed,Savings,142,3,192956,19,6,6,0,0.6,12,64318.67
35,Male,Employed,Current,32,2,137096,15,5,10,0,0.59,15,68548.0
24,Female,Employed,Savings,155,1,50928,15,4,13,1,0.76,17,50928.0
47,Female,Self-employed,Savings,37,2,551954,17,6,9,0,0.98,15,275977.0
39,Male,Self-employed,Savings,78,2,30326,16,13,10,0,0.5,23,15163.0
50,Male,Employed,Savings,124,1,24977,20,6,7,0,0.7,13,24977.0
36,Male,Self-employed,Savings,150,1,119590,20,6,11,0,0.84,17,119590.0
36,Male,Self-employed,Savings,74,4,371843,16,5,14,0,0.5,19,92960.75
41,Male,Self-employed,Current,37,1,20522,18,13,17,0,0.54,30,20522.0
28,Male,Employed,Current,106,3,5106,12,7,10,0,0.71,17,1702.0
32,Female,Self-employed,Fixed Deposit,66,4,27631,14,4,14,0,0.94,18,6907.75
54,Male,Employed,Current,171,2,255686,20,7,13,0,0.5,20,127843.0
27,Male,Self-employed,Current,24,1,140934,12,8,14,0,0.72,22,140934.0
40,Male,Employed,Current,16,3,558291,15,11,8,0,0.95,19,186097.0
33,Female,Employed,Savings,125,2,494855,13,8,6,0,0.66,14,247427.5
34,Female,Employed,Fixed Deposit,74,2,158882,17,9,14,0,0.96,23,79441.0
28,Female,Self-employed,Fixed Deposit,41,2,101447,19,6,4,1,0.8,10,50723.5
18,Male,Employed,Savings,167,1,14033,17,8,10,0,0.92,18,14033.0
51,Female,Employed,Savings,81,1,276974,16,9,6,0,0.97,15,276974.0
45,Female,Employed,Current,71,2,220426,14,3,13,0,0.74,16,110213.0
29,Male,Employed,Fixed Deposit,85,3,7319,18,8,7,1,0.98,15,2439.67
39,Male,Self-employed,Current,117,3,366310,10,8,7,0,0.86,15,122103.33
26,Male,Employed,Savings,31,1,493667,10,5,6,0,0.6,11,493667.0
35,Female,Self-employed,Current,85,2,420161,14,5,10,1,0.9,15,210080.5
35,Male,Employed,Fixed Deposit,45,3,57090,14,8,5,0,0.5,13,19030.0
47,Male,Employed,Savings,114,2,69206,16,4,13,0,0.78,17,34603.0
34,Female,Self-employed,Savings,85,3,5679,21,5,9,0,0.7,14,1893.0
32,Male,Self-employed,Savings,80,4,157321,16,4,12,0,0.73,16,39330.25
49,Female,Self-employed,Current,119,1,55293,14,10,15,0,0.82,25,55293.0
23,Female,Employed,Savings,104,2,20172,12,9,11,1,0.6,20,10086.0
46,Female,Employed,Current,49,3,29869,19,9,8,0,0.61,17,9956.33
35,Male,Employed,Savings,106,3,62338,13,12,8,1,0.71,20,20779.33
41,Male,Self-employed,Savings,61,4,118195,10,9,14,0,0.58,23,29548.75
48,Male,Self-employed,Savings,116,2,1598,18,2,12,1,0.92,14,799.0
34,Female,Self-employed,Savings,83,1,42873,9,6,16,0,0.81,22,42873.0
36,Female,Employed,Savings,57,2,406865,10,6,9,0,0.71,15,203432.5
48,Female,Employed,Savings,111,1,571970,9,8,16,0,0.67,24,571970.0
40,Male,Self-employed,Savings,105,3,210526,17,9,6,0,0.51,15,70175.33
60,Female,Employed,Current,50,2,180753,17,7,7,0,0.91,14,90376.5
26,Female,Employed,Savings,139,2,55080,19,5,11,0,0.58,16,27540.0
40,Male,Employed,Current,73,2,163203,12,6,15,0,0.56,21,81601.5
53,Male,Employed,Fixed Deposit,21,2,83917,11,8,10,0,0.51,18,41958.5
55,Male,Self-employed,Current,163,1,51461,14,2,11,0,0.97,13,51461.0
34,Male,Employed,Current,163,1,390985,13,7,10,0,0.83,17,390985.0
51,Female,Employed,Savings,14,3,272471,16,9,8,0,0.51,17,90823.67
40,Male,Employed,Current,45,4,303387,19,2,13,2,0.97,15,75846.75
41,Female,Self-employed,Current,134,1,50216,19,11,13,0,0.58,24,50216.0
36,Female,Unemployed,Savings,78,1,87066,22,8,10,2,0.78,18,87066.0
46,Male,Employed,Current,161,1,10580,13,7,10,0,0.75,17,10580.0
48,Female,Employed,Fixed Deposit,69,1,345462,14,10,7,0,0.51,17,345462.0
24,Female,Self-employed,Savings,157,4,15855,11,8,15,0,0.81,23,3963.75
54,Female,Employed,Savings,177,2,89370,13,4,14,0,0.64,18,44685.0
30,Female,Employed,Savings,34,3,563119,18,5,12,0,0.73,17,187706.33
32,Male,Employed,Savings,138,1,178974,11,7,13,0,0.85,20,178974.0
37,Female,Employed,Savings,142,4,489650,19,9,13,1,0.52,22,122412.5
43,Male,Employed,Savings,139,2,48465,11,7,12,1,0.87,19,24232.5
51,Female,Employed,Savings,98,1,810256,25,12,10,0,0.97,22,810256.0
23,Male,Employed,Current,56,2,140788,16,9,6,1,0.57,15,70394.0
30,Female,Employed,Current,55,1,12006,13,5,6,0,0.51,11,12006.0
41,Female,Employed,Savings,57,2,310898,11,7,7,0,0.64,14,155449.0
33,Female,Employed,Savings,65,1,92233,19,8,8,0,0.76,16,92233.0
50,Female,Employed,Savings,104,3,9869,18,6,9,1,0.95,15,3289.67
21,Female,Employed,Savings,135,1,411059,15,7,7,1,0.98,14,411059.0
32,Female,Employed,Savings,55,1,56566,16,10,13,1,0.83,23,56566.0
35,Male,Employed,Fixed Deposit,116,3,400879,19,9,7,2,0.91,16,133626.33
19,Male,Unemployed,Savings,81,2,28247,16,7,6,0,0.61,13,14123.5
37,Female,Employed,Current,104,2,39950,13,7,15,0,0.86,22,19975.0
31,Male,Unemployed,Savings,135,4,145375,17,4,6,1,0.98,10,36343.75
26,Female,Employed,Savings,153,2,412935,11,9,16,0,0.63,25,206467.5
41,Female,Self-employed,Savings,167,1,55422,14,6,10,0,0.96,16,55422.0
28,Female,Employed,Current,103,1,211772,16,7,12,0,0.86,19,211772.0
28,Female,Employed,Fixed Deposit,145,3,143136,17,4,4,0,0.6,8,47712.0
36,Male,Employed,Savings,71,3,2926,14,9,12,0,0.6,21,975.33
40,Female,Unemployed,Savings,122,1,129683,17,3,10,0,0.77,13,129683.0
46,Female,Employed,Current,146,1,289511,19,14,7,0,0.66,21,289511.0
34,Male,Employed,Savings,135,3,277014,13,6,8,0,0.65,14,92338.0
36,Male,Employed,Savings,178,2,112734,17,7,8,0,0.57,15,56367.0
61,Male,Self-employed,Current,139,1,279485,15,6,15,1,0.98,21,279485.0
38,Male,Self-employed,Current,150,2,197471,19,10,9,0,0.94,19,98735.5
39,Male,Employed,Savings,177,2,174805,14,7,7,1,0.65,14,87402.5
48,Male,Employed,Fixed Deposit,169,2,154264,22,8,6,0,0.58,14,77132.0
30,Male,Employed,Current,42,2,47303,14,7,7,0,0.83,14,23651.5
33,Female,Self-employed,Savings,76,1,276734,18,5,7,0,0.69,12,276734.0
37,Female,Self-employed,Savings,44,1,23634,18,10,15,0,0.72,25,23634.0
29,Male,Employed,Current,62,1,42432,11,8,10,0,0.9,18,42432.0
46,Male,Employed,Fixed Deposit,39,2,2756,15,10,13,0,0.84,23,1378.0
26,Male,Self-employed,Fixed Deposit,63,3,60124,21,9,10,0,0.77,19,20041.33
41,Male,Employed,Savings,148,2,56039,18,7,5,1,0.58,12,28019.5
39,Female,Unemployed,Current,173,2,44525,16,11,14,0,0.89,25,22262.5
20,Female,Employed,Savings,166,2,49888,12,6,5,0,0.61,11,24944.0
21,Male,Employed,Savings,65,1,18311,12,8,9,1,0.74,17,18311.0
40,Male,Employed,Savings,42,1,126328,23,11,12,0,0.96,23,126328.0
40,Female,Employed,Savings,29,2,114585,16,12,6,0,0.89,18,57292.5
42,Female,Employed,Current,23,3,387230,14,7,5,0,0.7,12,129076.67
35,Female,Self-employed,Savings,130,1,6789,15,6,17,1,0.71,23,6789.0
29,Male,Employed,Savings,65,1,871964,16,7,17,0,0.99,24,871964.0
34,Female,Employed,Current,131,1,89323,15,8,9,0,0.73,17,89323.0
52,Male,Employed,Savings,19,3,164163,13,9,7,0,0.92,16,54721.0
34,Female,Employed,Savings,116,1,33502,16,6,10,0,0.74,16,33502.0
18,Female,Employed,Fixed Deposit,158,1,114746,22,8,13,0,0.92,21,114746.0
23,Female,Employed,Savings,172,2,49117,18,10,11,0,0.71,21,24558.5
27,Female,Employed,Current,130,3,282576,16,5,8,0,0.65,13,94192.0
39,Female,Self-employed,Fixed Deposit,99,1,514000,9,6,6,0,0.7,12,514000.0
26,Male,Unemployed,Savings,154,3,350123,21,9,10,0,0.79,19,116707.67
35,Female,Employed,Savings,34,2,201074,15,6,10,0,0.98,16,100537.0
30,Male,Employed,Savings,18,2,11545,12,6,9,0,0.54,15,5772.5
45,Female,Self-employed,Savings,43,1,15861,17,8,9,0,0.55,17,15861.0
38,Female,Unemployed,Savings,94,3,203463,17,7,6,0,0.93,13,67821.0
38,Female,Employed,Savings,119,3,67320,21,10,12,0,0.98,22,22440.0
47,Female,Self-employed,Savings,51,3,33354,11,6,14,0,0.53,20,11118.0
60,Female,Employed,Current,88,2,117842,11,7,8,1,0.89,15,58921.0
38,Female,Self-employed,Savings,33,3,35004,11,7,11,0,0.72,18,11668.0
45,Male,Employed,Current,101,1,110102,22,5,12,0,0.94,17,110102.0
38,Male,Employed,Current,91,2,14863,14,4,5,0,0.53,9,7431.5
36,Male,Employed,Savings,112,1,133829,12,6,13,1,1.0,19,133829.0
21,Female,Employed,Savings,157,3,395772,19,5,11,0,0.8,16,131924.0
41,Female,Self-employed,Savings,117,2,349643,15,13,11,0,0.63,24,174821.5
40,Female,Employed,Savings,143,2,105577,16,9,8,0,0.66,17,52788.5
38,Female,Self-employed,Savings,48,3,9867,13,7,7,0,0.78,14,3289.0
34,Female,Employed,Current,180,1,25892,19,8,7,0,0.79,15,25892.0
30,Female,Employed,Savings,87,1,305304,27,12,14,0,0.55,26,305304.0
38,Female,Self-employed,Savings,43,3,190117,15,7,16,0,0.92,23,63372.33
36,Female,Employed,Savings,69,1,225525,19,8,4,0,0.59,12,225525.0
24,Female,Employed,Fixed Deposit,63,2,76589,14,8,9,0,0.69,17,38294.5
45,Female,Employed,Current,176,1,33994,16,10,14,2,0.57,24,33994.0
22,Male,Employed,Savings,61,3,28876,14,9,10,0,0.8,19,9625.33
43,Male,Employed,Current,171,3,85680,20,8,11,0,0.53,19,28560.0
30,Male,Self-employed,Current,114,1,129610,17,7,10,2,0.89,17,129610.0
44,Female,Employed,Savings,70,1,122079,18,7,6,1,0.85,13,122079.0
38,Female,Employed,Savings,143,4,250925,20,8,11,0,0.92,19,62731.25
46,Female,Employed,Current,123,1,752111,12,12,14,0,0.81,26,752111.0
48,Female,Employed,Current,137,1,32362,23,8,7,0,0.56,15,32362.0
36,Female,Employed,Fixed Deposit,68,3,71662,16,7,10,1,0.99,17,23887.33
43,Female,Employed,Savings,132,3,478689,14,5,11,0,0.73,16,159563.0
44,Female,Employed,Savings,34,3,62840,15,5,12,1,0.6,17,20946.67
34,Male,Employed,Current,62,4,94606,18,9,13,1,0.81,22,23651.5
48,Male,Unemployed,Savings,145,2,142192,14,11,12,0,0.89,23,71096.0
40,Female,Self-employed,Current,127,2,223571,13,5,12,1,0.52,17,111785.5
18,Female,Self-employed,Current,92,1,625817,15,14,10,0,0.9,24,625817.0
29,Female,Self-employed,Savings,135,4,118477,20,4,11,0,0.81,15,29619.25
44,Female,Employed,Current,114,1,5300,11,6,7,0,0.98,13,5300.0
28,Male,Self-employed,Current,176,3,20126,20,8,12,1,0.96,20,6708.67
18,Female,Self-employed,Savings,157,1,4230,11,7,9,1,0.8,16,4230.0
37,Female,Employed,Savings,152,4,42519,16,9,8,0,0.53,17,10629.75
19,Female,Self-employed,Savings,105,2,162170,13,5,7,0,0.92,12,81085.0
22,Female,Employed,Current,143,4,199894,19,7,11,0,0.99,18,49973.5
43,Male,Self-employed,Savings,125,1,75006,11,10,14,1,0.88,24,75006.0
27,Female,Self-employed,Savings,176,3,248700,18,15,10,1,0.9,25,82900.0
33,Female,Employed,Savings,99,4,29405,19,4,8,0,0.71,12,7351.25
59,Female,Self-employed,Fixed Deposit,119,1,270580,20,5,14,0,0.52,19,270580.0
19,Female,Self-employed,Current,63,1,161699,14,12,8,0,0.95,20,161699.0
35,Female,Employed,Savings,85,2,303427,20,9,13,0,0.99,22,151713.5
42,Male,Employed,Savings,15,2,51332,14,11,14,0,0.68,25,25666.0
21,Male,Unemployed,Savings,18,1,19575,18,5,13,0,0.76,18,19575.0
43,Male,Employed,Savings,68,2,246282,14,5,16,0,0.65,21,123141.0
45,Female,Self-employed,Savings,127,2,3356,16,8,9,0,0.83,17,1678.0
38,Male,Self-employed,Savings,134,1,12411,10,9,11,0,0.76,20,12411.0
60,Female,Employed,Savings,131,1,216083,12,4,10,0,0.64,14,216083.0
31,Female,Employed,Current,165,2,39653,11,7,12,0,0.97,19,19826.5
48,Male,Employed,Savings,148,1,48891,16,13,12,0,0.81,25,48891.0
48,Female,Self-employed,Current,36,1,57274,12,8,11,0,0.81,19,57274.0
31,Female,Employed,Current,19,1,3535,19,7,13,1,0.53,20,3535.0
30,Male,Unemployed,Current,146,1,791417,6,8,8,0,0.99,16,791417.0
21,Female,Employed,Current,33,2,49527,13,9,16,0,0.74,25,24763.5
40,Male,Self-employed,Current,66,1,123244,20,6,18,0,0.64,24,123244.0
41,Male,Employed,Savings,105,2,283064,6,12,14,0,0.72,26,141532.0
34,Male,Employed,Savings,115,1,41582,19,5,11,0,0.72,16,41582.0
39,Male,Employed,Savings,26,2,316590,19,9,12,0,0.56,21,158295.0
24,Male,Self-employed,Current,167,1,1639,17,8,10,0,0.84,18,1639.0
29,Female,Employed,Savings,82,3,33065,20,2,16,0,0.6,18,11021.67
51,Male,Unemployed,Savings,21,3,287958,14,9,7,0,0.61,16,95986.0
27,Male,Employed,Current,176,1,266470,18,6,9,1,0.74,15,266470.0
49,Male,Employed,Current,25,1,36680,13,6,13,0,0.78,19,36680.0
49,Female,Self-employed,Savings,100,1,300225,14,3,15,1,0.75,18,300225.0
39,Male,Self-employed,Current,141,1,16532,21,9,11,0,0.85,20,16532.0
33,Male,Employed,Savings,22,3,357622,15,6,8,0,0.54,14,119207.33
53,Male,Employed,Savings,112,3,75578,14,9,5,0,0.94,14,25192.67
33,Male,Employed,Savings,112,2,112198,18,8,13,0,0.53,21,56099.0
43,Female,Unemployed,Current,173,1,46469,11,7,10,0,0.78,17,46469.0
20,Male,Employed,Savings,134,3,407257,22,5,7,0,0.6,12,135752.33
32,Male,Employed,Savings,153,3,41035,18,7,11,0,0.7,18,13678.33
44,Male,Employed,Savings,132,4,12242,17,5,8,0,0.63,13,3060.5
32,Female,Unemployed,Current,176,1,133268,12,6,16,0,0.56,22,133268.0
37,Female,Self-employed,Current,85,3,66469,15,9,11,0,0.99,20,22156.33
34,Female,Self-employed,Fixed Deposit,115,2,1477,20,7,12,0,0.9,19,738.5
34,Female,Unemployed,Savings,33,1,428728,15,2,9,0,0.97,11,428728.0
42,Female,Self-employed,Savings,43,1,25253,15,10,6,0,0.7,16,25253.0
47,Female,Unemployed,Savings,180,2,398293,22,8,11,0,0.78,19,199146.5
25,Female,Self-employed,Savings,157,2,377163,14,3,3,0,0.89,6,188581.5
34,Male,Self-employed,Savings,82,4,810641,13,16,18,0,0.64,34,202660.25
35,Female,Unemployed,Savings,161,3,43898,16,8,16,0,0.54,24,14632.67
20,Male,Unemployed,Savings,48,3,75665,13,5,7,0,0.68,12,25221.67
27,Female,Employed,Savings,85,3,28001,14,11,9,0,0.54,20,9333.67
31,Male,Unemployed,Savings,174,1,6684,22,8,8,1,0.94,16,6684.0
32,Male,Employed,Savings,48,1,108785,14,12,11,1,0.75,23,108785.0
30,Female,Unemployed,Savings,44,4,416531,5,5,11,0,0.57,16,104132.75
37,Male,Unemployed,Savings,87,1,99247,14,5,7,0,0.89,12,99247.0
29,Male,Employed,Current,138,2,247562,16,11,9,0,0.92,20,123781.0
51,Female,Employed,Savings,140,1,42555,9,8,8,0,0.57,16,42555.0
26,Female,Employed,Savings,164,2,237402,17,11,6,1,0.59,17,118701.0
35,Male,Employed,Savings,115,1,82340,13,11,9,1,0.7,20,82340.0
41,Female,Self-employed,Savings,34,1,35507,26,10,11,0,0.58,21,35507.0
45,Male,Employed,Savings,85,4,122607,9,9,13,0,0.76,22,30651.75
31,Male,Employed,Savings,57,3,357608,14,6,11,0,0.83,17,119202.67
30,Female,Employed,Savings,100,1,333361,18,8,18,0,0.97,26,333361.0
25,Male,Employed,Fixed Deposit,164,3,293997,17,5,10,0,0.97,15,97999.0
41,Male,Employed,Savings,68,4,86793,20,7,3,0,0.89,10,21698.25
18,Male,Employed,Savings,81,3,173530,19,6,9,0,0.67,15,57843.33
50,Male,Self-employed,Current,172,2,18847,15,6,9,0,0.92,15,9423.5
18,Male,Employed,Current,85,4,196181,21,8,11,0,0.9,19,49045.25
29,Female,Employed,Savings,166,2,239390,18,6,11,0,0.78,17,119695.0
27,Male,Employed,Fixed Deposit,169,3,30646,10,9,11,0,0.98,20,10215.33
24,Male,Self-employed,Savings,170,3,271477,16,9,7,0,0.74,16,90492.33
42,Male,Self-employed,Savings,68,3,76716,13,6,13,0,0.78,19,25572.0
34,Male,Employed,Savings,13,2,7498,12,6,10,0,0.65,16,3749.0
39,Female,Self-employed,Savings,37,4,45134,12,7,8,0,0.99,15,11283.5
46,Female,Self-employed,Savings,140,1,224263,19,10,14,1,0.51,24,224263.0
36,Female,Employed,Savings,65,1,177966,16,16,12,0,0.88,28,177966.0
32,Female,Employed,Current,62,3,12948,14,3,16,0,0.71,19,4316.0
42,Male,Unemployed,Savings,131,2,179373,17,7,7,0,0.55,14,89686.5
34,Female,Employed,Savings,149,2,41497,18,8,10,0,0.75,18,20748.5
23,Female,Employed,Savings,49,1,200110,22,3,9,0,0.83,12,200110.0
18,Female,Employed,Savings,30,1,117161,18,6,7,2,0.68,13,117161.0
38,Female,Self-employed,Savings,19,1,242113,13,12,7,0,0.64,19,242113.0
32,Female,Self-employed,Savings,41,1,221078,20,12,10,0,0.72,22,221078.0
52,Male,Unemployed,Current,167,3,7109,14,12,10,0,0.89,22,2369.67
32,Male,Employed,Savings,178,3,180994,16,3,5,0,0.74,8,60331.33
25,Male,Self-employed,Savings,98,3,10916,21,9,8,0,0.64,17,3638.67
43,Male,Employed,Current,119,1,49756,17,7,7,1,0.86,14,49756.0
41,Female,Self-employed,Current,117,2,186142,17,5,10,0,0.62,15,93071.0
28,Female,Employed,Savings,144,1,547842,11,8,11,0,0.57,19,547842.0
18,Female,Employed,Current,17,4,427668,20,7,10,0,0.73,17,106917.0
28,Female,Employed,Savings,51,2,307475,17,8,11,0,0.63,19,153737.5
44,Female,Employed,Savings,25,2,11538,19,5,6,0,0.62,11,5769.0
29,Female,Employed,Savings,148,1,306492,8,8,13,1,0.73,21,306492.0
48,Female,Self-employed,Savings,176,1,190119,14,9,5,0,0.93,14,190119.0
52,Female,Self-employed,Savings,98,2,84901,8,8,13,1,0.89,21,42450.5
18,Female,Employed,Savings,167,3,26246,23,9,8,0,0.5,17,8748.67
44,Female,Self-employed,Savings,175,2,120852,21,8,9,0,0.88,17,60426.0
27,Female,Employed,Savings,159,4,43808,14,10,9,0,0.8,19,10952.0
22,Female,Employed,Savings,151,1,160603,16,5,9,0,0.51,14,160603.0
38,Female,Self-employed,Current,22,3,60914,11,14,8,0,0.75,22,20304.67
36,Male,Self-employed,Savings,130,2,149378,28,6,8,0,0.67,14,74689.0
18,Female,Self-employed,Savings,164,4,5773,22,8,9,0,0.65,17,1443.25
23,Male,Unemployed,Current,98,3,4023,15,11,11,0,0.8,22,1341.0
37,Female,Employed,Savings,129,1,16541,13,8,9,0,0.99,17,16541.0
18,Male,Unemployed,Current,112,2,432535,16,5,13,0,0.81,18,216267.5
29,Female,Employed,Savings,120,1,69219,15,7,20,1,0.98,27,69219.0
29,Female,Employed,Current,129,3,83034,14,8,14,0,0.77,22,27678.0
40,Male,Self-employed,Current,71,2,12878,8,8,17,0,0.71,25,6439.0
28,Male,Self-employed,Fixed Deposit,111,3,143781,13,7,6,0,0.61,13,47927.0
49,Female,Self-employed,Current,164,1,178924,15,9,5,0,0.67,14,178924.0
24,Female,Self-employed,Current,19,2,113830,16,8,7,0,0.67,15,56915.0
24,Male,Employed,Fixed Deposit,149,1,78158,12,9,10,0,0.54,19,78158.0
24,Female,Self-employed,Current,33,3,193515,15,8,11,0,0.81,19,64505.0
38,Female,Self-employed,Savings,137,1,155310,15,7,10,0,0.69,17,155310.0
56,Male,Employed,Savings,159,3,299605,12,9,13,0,0.75,22,99868.33
38,Female,Employed,Current,147,3,107617,18,6,13,0,0.57,19,35872.33
35,Male,Employed,Fixed Deposit,81,3,89027,12,13,6,0,0.64,19,29675.67
27,Male,Employed,Current,45,2,100142,14,9,15,0,0.69,24,50071.0
37,Female,Employed,Current,107,2,140451,13,5,10,0,0.61,15,70225.5
35,Male,Self-employed,Current,99,1,2519,21,7,5,0,0.66,12,2519.0
39,Male,Employed,Savings,82,1,358162,23,5,8,0,0.82,13,358162.0
20,Male,Employed,Savings,88,2,87288,18,12,6,0,0.58,18,43644.0
33,Male,Employed,Current,40,3,55565,24,10,10,0,0.93,20,18521.67
27,Male,Unemployed,Savings,43,1,218018,17,5,11,0,0.89,16,218018.0
23,Female,Unemployed,Savings,123,2,29768,18,3,10,0,0.58,13,14884.0
38,Male,Self-employed,Current,160,3,112501,13,8,11,0,0.94,19,37500.33
30,Male,Self-employed,Current,42,1,47755,13,11,12,0,0.95,23,47755.0
52,Female,Employed,Savings,57,1,1479,12,9,12,0,0.73,21,1479.0
41,Male,Self-employed,Savings,136,4,28379,14,11,12,0,0.65,23,7094.75
37,Female,Employed,Savings,149,3,41660,18,5,13,0,0.81,18,13886.67
37,Male,Employed,Current,124,2,99580,16,10,14,0,0.51,24,49790.0
39,Female,Self-employed,Savings,160,4,622608,8,7,8,0,0.55,15,155652.0
40,Female,Employed,Savings,36,4,110741,10,4,14,0,0.68,18,27685.25
39,Male,Unemployed,Savings,24,1,514089,16,6,9,0,0.84,15,514089.0
32,Male,Self-employed,Current,46,4,403239,12,9,3,0,0.62,12,100809.75
42,Female,Employed,Current,125,4,77677,12,9,14,0,0.81,23,19419.25
27,Female,Self-employed,Savings,16,3,31016,14,12,12,0,0.97,24,10338.67
49,Female,Self-employed,Current,28,4,62185,15,5,14,0,0.79,19,15546.25
36,Male,Employed,Fixed Deposit,58,1,112555,19,12,9,0,0.81,21,112555.0
33,Female,Employed,Savings,107,2,41430,13,6,7,1,0.77,13,20715.0
38,Male,Employed,Savings,177,1,3981,23,5,12,0,0.66,17,3981.0
35,Male,Employed,Savings,148,2,22576,15,10,12,0,0.6,22,11288.0
42,Female,Self-employed,Savings,37,1,148245,15,8,12,0,0.6,20,148245.0
41,Male,Self-employed,Fixed Deposit,67,2,164669,12,4,6,0,0.79,10,82334.5
30,Female,Employed,Savings,23,3,59699,17,12,10,0,0.64,22,19899.67
43,Female,Self-employed,Savings,85,1,379732,16,10,8,0,0.97,18,379732.0
37,Female,Employed,Savings,158,1,46719,22,7,13,0,0.67,20,46719.0
40,Male,Employed,Current,44,1,181234,18,11,8,2,0.84,19,181234.0
53,Male,Employed,Savings,49,2,47908,11,8,10,0,0.71,18,23954.0
21,Male,Employed,Savings,116,3,19659,21,10,8,0,0.98,18,6553.0
33,Female,Employed,Savings,144,4,90753,15,11,12,0,0.54,23,22688.25
56,Male,Self-employed,Savings,25,2,65603,15,9,8,0,0.8,17,32801.5
18,Female,Self-employed,Savings,52,1,68627,12,9,10,0,0.56,19,68627.0
30,Male,Employed,Current,169,3,7408,15,9,10,0,0.97,19,2469.33
20,Male,Self-employed,Current,34,4,37740,17,11,9,1,0.94,20,9435.0
47,Male,Employed,Savings,93,2,29784,12,11,17,0,0.56,28,14892.0
43,Male,Employed,Savings,136,4,138682,14,3,10,0,0.82,13,34670.5
49,Male,Employed,Fixed Deposit,73,2,16840,14,7,8,0,0.85,15,8420.0
40,Male,Employed,Current,139,1,21381,18,8,11,0,0.59,19,21381.0
28,Female,Unemployed,Savings,99,1,126012,15,8,12,0,0.59,20,126012.0
31,Female,Unemployed,Savings,97,2,58936,15,7,9,0,0.57,16,29468.0
29,Male,Employed,Savings,38,1,73724,12,2,14,1,0.57,16,73724.0
40,Female,Self-employed,Savings,78,3,154542,19,10,9,0,0.66,19,51514.0
22,Female,Employed,Savings,81,1,54876,14,9,9,1,0.98,18,54876.0
43,Female,Self-employed,Savings,167,2,86719,12,4,12,0,0.97,16,43359.5
44,Female,Employed,Savings,166,2,80714,21,12,8,0,0.64,20,40357.0
40,Female,Employed,Savings,69,2,121778,13,8,12,0,0.9,20,60889.0
35,Female,Self-employed,Current,103,1,23354,15,11,5,0,0.61,16,23354.0
45,Male,Unemployed,Fixed Deposit,87,3,44828,20,7,7,0,0.72,14,14942.67
23,Male,Employed,Savings,42,2,416894,14,8,9,1,0.81,17,208447.0
39,Male,Employed,Savings,145,2,113878,13,4,7,0,0.5,11,56939.0
53,Male,Employed,Savings,61,4,113879,21,7,14,0,0.53,21,28469.75
32,Male,Employed,Savings,179,4,73339,10,5,6,1,0.61,11,18334.75
40,Female,Self-employed,Savings,123,2,158068,11,4,11,0,0.72,15,79034.0
33,Female,Employed,Current,32,1,289745,24,6,9,0,0.54,15,289745.0
